Level,Main Chapter,Lesson Title,Source Type,Source URL,Content,Token Count,Access,Last Updated,Last Index Time
Foundation,, Deeper Understanding Of The Layouts And Responsive Design Principle Wrap.Txt,text,,"
Remember to build your applications with their intended users in mind - will they only be used on a Mobile or Tablet, or Desktop, or all three scenarios?You can easily change the layout of your application within the App Builder, to see how your components respond to different sizes and orientations.Not every interface component is optimised to fit on a smaller screen. Controlling how users navigate through your applications interface can help design different screens for different screen sizes. You can show or hide components depending on the size of the viewport too.A range of Layout components are available to help you organize components within your interface:In particular, the Horizontal Box and Vertical box are the most commonly used.These are standard HTML containers, and when understood, can be utilised to achieve most layouts. Here is a more complex example with nested containers:These containers, along with other components such as Text, have a ""wrap"" property, which impacts their behavior when there is not enough room on the screen.This a standard web development practice, where lots of information and examples are available, and the possibilities of combinations are nearly endless:Much more detailed information and examples are available in the App Builder chapters of this course.
",237,public,2024-05-16 14:34:35.239875,
Foundation,, Npm Module Integration Example.Txt,text,,"
As well as being able to use any custom installed NPM module, the platform ships with a set of internally installed NPM modules, ready to use.Within the 'eLearning 2022 Demo' product package (download from the Marketplace) you can find the 'EquipmentCheckup' scripts project, which contains a script 'Calculate days_until_check' which includes one of the internal modules 'moment'. You can see how it is referrenced at the start of the script, then used further for logic.
",104,public,2024-05-16 14:34:35.240207,
Foundation,App Designer,Highlight the full binding data flow,doc,,"
Here we can see the full data binding flow. It is similar to the Wizard generation process, which creates both the components and bindings automatically. 
It highlights a table API’s definition. This API definition has been assigned to an API component within the App Designer.
A List component has then utilised the API operation as its Model Source, and within the List is a ObjectListItem, which is bound to one of the properties from the definition - {assigned_for_checking}
The API has the its response body defined – so can be configured within the API component to set the data to the model of the List. This then populates the list with data when the API is called.
",137,public,2024-05-16 14:34:35.240647,
Foundation,, Minify Source Code Related Error.Txt,text,,"
Uncaught (in promise) TypeError: e is undefinedIf you see this error, you can untick ""Minify Source Code"" in the application settings, to view the true name of the variable.After changing the setting:
",46,public,2024-05-16 14:34:35.241048,
Foundation,App Designer,App Designer Sample App Setup and Demo,doc,,"

Visit the Marketplace, search for and install the 'UI5 Application Samples' product.


This package contains 100+ examples of common components in use, each within its own independant application:

The value of having these samples installed in your own instance, is to enable you to easily reference them, by opening them and inspecting your desired component(s) running with several different property configurations.

For example, you might want to implement a slider within your App. You can find and open the ‘SAMPLE_SLIDER’ sample application, which contains a range of the same UI5 Slider component configured with different properties. Such as with a label, or with steps, in this example:

You can then simply copy and paste the component (with its configured properties) into your own application to utilise.
This promotes reusability, and is encouraged throughout the development process – you should aim to re-use and reference examples where possible!

For reference, the GitHub repo where the apps are stored is found here: https://github.com/neptune-software-marketplace/neptunesoftware-dxp-abb-sampleapps
More information around GitHub CI/CD is available later in the course.
 
It is worth highlighting the sample apps included in this package are also the same ones running within the Portal resources:
https://portal.neptune-software.com/launchpad/portal#p9Sample-display
 
",276,public,2024-05-16 14:34:35.241522,
Foundation,, Exercise Create Your Own Table Based On This Example Specification And Add Data.Txt,text,,"
To define an example customer table with properties, data types, and unique and nullable properties, you can follow these steps:    Open Neptune Cockpit and go to ""Tools"" and click on ""Table Definition"".    Open your desired database table.    Navigate to the ""Properties"" tab.    Click on ""+ Add"" to add a new column to the table.    Enter a column name for each property, such as ""name"", ""age"", ""email"", ""address"", and ""phone_number"".    Select the appropriate data type for each column, such as ""text"" for email and address, and ""Integer"" for age and phone_number.    Optionally, you can enter a description and default value for each column.    If a column should only have unique values, activate the ""Unique"" option.    If a column can have no value, activate the ""Nullable"" option.Here's an example of how the customer table properties could look like:Column Name    | Data Type    | Unique    | Nullable---------------------------------------------------name           | text         |        | Noage            | Integer      | No        | Noemail          | text         | Yes       | Noaddress        | text         | No        | Yesphone_number   | Integer      | Yes | Yes
",295,public,2024-05-16 14:34:35.242054,
Foundation,, Searching Within The App Designer.Txt,text,,"
As you start to build more comprehensive applications, searching for what you need within the App Designer becomes a vital skill. Here are a few of the search processes available:   Open some example applications and test each of these search processes to become familiar with their capabilities!
",54,public,2024-05-16 14:34:35.242627,
Foundation,Other Cockpit features,"Monitoring,  Logging and more",doc,,"Monitoring Tools in Neptune DXP

In this lesson, we will explore the various monitoring tools available in Neptune DXP Open Edition and how they can help you in application development and management.
Trace/Monitor/Audit Log: The Trace/Monitor/Audit Log tools in Neptune DXP Open Edition provide valuable insights into the changes made to tables, activities in the Cockpit, and application operations. These tools enhance transparency, accountability, and troubleshooting capabilities. Let's take a closer look at each of these tools:
Table Audit: The Table Audit tool allows you to track changes made to tables in your application. It records information such as the user who made the change, the timestamp, and the old and new values. This tool is useful for auditing purposes and tracking data modifications.

This setting is enabled for individual tables in the Table Definition tool:


Audit Log: The Audit Log tool captures activities performed in the Cockpit, such as user logins, application deployments, and configuration changes. It helps you keep track of who did what and when, ensuring accountability and facilitating troubleshooting.


Application Log: The Application Log tool allows you to trace application operations and track important events. It records information such as error messages, warnings, and user actions. This tool is invaluable for troubleshooting and identifying issues in your application.


Job Log: The Job Log tool in Neptune DXP Open Edition helps you monitor and track the execution of background jobs. It provides valuable insights into job performance, execution times, and any errors or warnings encountered during the process. 

System Logs: The System Logs tool in Neptune DXP Open Edition allows you to track system errors, warnings, process messages, and user locks. It provides different log levels for different types of log entries, allowing you to filter and analyse the logs based on your requirements. This tool helps you identify and resolve issues in your application effectively.

System logs can be exported!

Neptune DXP Open Edition Monitoring Documentation: Link
",388,public,2024-05-16 14:34:35.243213,
Foundation,, Introduction To Pt2.Txt,text,,"
Over the next chapter, you will learn more about integrating and displaying data within applications. You will learn how to manipulate and save data, work with APIs, and store data within models. The more confident and optimized you are with the data flow within your applications, the better they will perform, the easier they will be to use and they will be simpler to develop, maintain and improve.Stay committed to watching all the content and following along with the examples. Once you have learned all the foundational parts of the App Designer, you can begin to create fully featured applications for a variety of use cases.
",122,public,2024-05-16 14:34:35.243609,
Foundation,, Users Dxp Developers Compared To End Users.Txt,text,,"
DXP Personas:The Cockpit developer perspective, vs the end user Launchpad perspective.Both are the same underlying ""user"" within the platform, just with different roles, permissions, and authorization. End Users will log in via a Launchpad, and use the applications available to them there. Developers will log in and access the Cockpit, alongside the end user Launchpads.The number of users in the trial version is set by default to 2. Adding a license to the platform increases the number of users that can be created. Users can be created manually using the Cockpit tools, or automatically when the platform is integrated with an SSO provider. More information about these processes is covered later in the course.
",148,public,2024-05-16 14:34:35.244038,
Foundation,, Api Ajax Response Events.Txt,text,,"
The AjaxSuccess and AjaxError events are available for every API within your App Designer.They are used for running JavaScript logic when the API completes.Success events are triggered when a 2xx response codes are received.Error events are triggered when 4xx response codes are received.It is possible to handle different success or error situations within each respective event.This is covered in the Advanced - Data Models, Bindings & Responses chapter of this course.
",86,public,2024-05-16 14:34:35.244398,
Foundation,, What Are Node Package Modules Npm How Do They Relate To Server Scripts.Txt,text,,"
Node Package Modules (NPM) are a collection of JavaScript libraries and tools that can be easily installed and managed using the Node Package Manager (npm). NPM modules are reusable code packages that provide specific functionality, such as date parsing, file handling, or API integration.In the context of Server Scripts in Neptune DXP, NPM modules can be used to extend the functionality of your server-side scripts. You can import and utilize these modules within your scripts to leverage their capabilities. For example, you can use the moment.js module for date parsing or the axios module for making HTTP requests.To use NPM modules in your Server Scripts, you need to install them first. In Neptune DXP, you can install NPM modules directly from the Cockpit within the 'NPM Modules' tool.
",159,public,2024-05-16 14:34:35.244763,
Foundation,, Disabling Customisations Setting Customisations For Individual Devices.Txt,text,,"
It Is possible to disable customizations at the launchpad level, for all users, using this setting.This prevents the right-click menu for tiles from being opened, and the 'Edit Screen"" menu item will be removed.Also note the following setting bellow ""Configure customizations for each individual device e.g. Mobile, Tablet, and Desktop separately."".
",72,public,2024-05-16 14:34:35.245124,
Foundation,, Right Click Context Menu.Txt,text,,"
If we have a more detailed look at the right click context menu, there are a few other features you might find useful when using the Script Editor.""Split Horrizontally"" and ""Split Vertically"" allow you to have multiple scripts open at the same time within your one Script Editor context.Check the ""Command Palette"" menu item, which opens a panel with more advanced features that can be useful.
",81,public,2024-05-16 14:34:35.245433,
Foundation,, Runtime Overview Video.Txt,transcription,,first it's important to note that the entire platform is a node J's runtime no J's is an open source cross platform back-end JavaScript Runtime Environment because of this the platform can benefit from npm packages npm is an online repository for open source no J's projects and libraries having this in place makes it really easy to extend the functionality of the open edition platform with the choice of over 1 million different packages for managing connections to Legacy databases to handling authentication tokens within this runtime you have the choice of four different supported databases by default the platform comes with an embedded sqlite database which can be used straight away for database tables the platform also uses this database for its own configuration tables alternatively you can easily swap to a postgres SQL Microsoft SQL server or sap Hana database all these databases can utilise the power of typo an ORM or a object relational mapping is a technique that lets you query and manipulate data from a database using an object orientated paradigm this just means that you can use type ORM statements instead of traditional SQL statements to interact with the database layer now we know about the Foundation of the open edition we can contextualise this alongside the SAP edition module to see how it differs here you can see the SAP edition utilises the abap runtime ICF node each module has its own hosting methods to the SAP edition is embedded within the SAP system so runs within the netweaver stack whilst the open edition can be hosted anywhere on Google Cloud platform to AWS or azure or even on premise alongside sap and it's easy to deploy as a docker container that can be orchestrated with Cloud foundry you can even run the open edition on a Raspberry Pi even though both modules utilise these different foundations they both share a number of similar tools both modules have the Neptune launch pad available both modules also have the application designer the open edition has the API designer whilst the SAP edition has the API factory which makes it possible to automate the rest API generation of sap artefacts the open edition has the Script editor and the workflow engine whilst both modules can benefit from the application building blocks,404,public,2024-05-16 14:34:35.246048,
Foundation,, Introduction.Txt,text,,"
Hi and welcome to the 2024 Neptune eLearning - Open Edition.This is a ""hands-on"" approach course - meaning it is essential to have access to a running instance of the Open Edition development platform to develop and practice alongside the lessons.Please ensure you complete each chapter in its entirety. You may find that skipping through will leave knowledge gaps that may make the rest of the course harder to complete.Lessons on how to download and run the platform are later in this chapter.There is no cost or limitation for running the platform in Trial mode. The only limitation is that 2 end users can be created, otherwise, there is unrestricted access to all other tools and processes.You might be starting this course as a brand-new developer, with no prior experience developing applications or even reading or writing code. Don't worry! This course is designed for you to learn everything from the ground up, with lots of useful links to resources to upskill where required - but ultimately this is a no-code and low-code based development platform, so you will be learning mostly around how to utilize the tools and capabilities to create logic and applications. You will learn to recognize and implement different development artifacts and patterns. You will also become familiar with code snippets (pre-configured code sections), and how to adjust them to apply them to your specific use cases.The key learning outcomes of each level: Foundation, Advanced, ExpertAll developers should complete all chapters in the Foundation and Advanced levels of this course.The Expert level is comprised of topics that are more specific to different needs - such as deploying a Hybrid Mobile Client or utilizing custom components. It is recommended to take this level too, however, not all content will apply to your development use cases.The Neptune DXP ModulesThe Neptune DXP is available as two different modules - the SAP Edition and the Open Edition.This is what makes the platform landscape agnostic.This is the Open Edition focused course. The Open Edition runs stand-alone, it can be run locally on your computer, deployed on a virtual machine, or as a docker container. All the same tools and capabilities are available to use within all deployment scenarios.The SAP Edition features a similar set of tools and capabilities - however differs in that it runs within an SAP System.A separate SAP Edition eLearning course is available, and expert topics will mention additional integration capabilities with the SAP Edition.
",469,public,2024-05-16 14:34:35.246461,
Foundation,, Advanced Table Functions Typeorm Integration.Txt,text,,"
TypeORM integrationNeptune DXP – Open Edition uses TypeORM, which is an Object-Relational Mapping (ORM) tool used to create a ""bridge"" between object-oriented programs and relational databases.  When Tables are added as resources to Scripts, code snippets are automatically generated to enable you to quickly interact with them via the TypeORM syntax.Under 'entities' -> 'advanced' you can find the code snippets that utilise the TypeORM library.Link to TypeORM documentation: https://typeorm.io/You will likely mainly be working with the QueryBuilder functionality:https://typeorm.io/select-query-builderThis then creates the structure:entities.[tableName].createQueryBuilder()followed by a method, such as .select or .deleteHere we can see the similarities between an automatically generated code snippet for a table resource, compared to the code within the TypeORM documentation:
",174,public,2024-05-16 14:34:35.246775,
Foundation,, Inspecting The Developer Console F12.Txt,transcription,,hello and welcome to the sea learning video in this session I'll walk you through the process of using the developer console to view Castle Largs and identify errors in your application from the cockpit open the app designer and press new to create a new application give it a name and save on the resources drug and drop an app component and a page give the page a title and align the title to center save activate and press run in designer to preview the changes again from the resources drag and drop a bark component into the page set its position to footer and within the filter drag and drop a bar content with its position set the middle therefore the content will be displayed in the middle of the footer in the middle content of the footer I will add a bottom and set the text to submit and type to accept save activate and now the page has a footer with a submit button in the middle in a few moments I will use the press event of this button to capture the first name of the user and console lock it but first I need a simple form with a label and input field to capture the first name of the user from the resources drag and drop a simple form into the page followed by adding a label and an input field into the form set the text of the label to first name and rename the input field to input first name then set the editable property of the form to true so the label will be aligned within the form activate and the page now has a form to capture the first name of the user we can now move on to capture the first name of the user locate the buttons press event and select JavaScript within the press event I will declare a variable called first name which is equal to the name of the input field not get text then I will cancel out the variable so we can capture the text from the input field and displayed within the developer console when the button is pressed save activate open the console log by pressing F12 on a Windows space machines or the function key and F12 on Mac OS now populate the input field press submit and immediately we can see in the developer console that we have an error the error message p dot get text is not a function is not very descriptive as it does not provide the variable name associated with the error this can make troubleshooting harder especially with complex logic making it challenging to identify the source of the error to fix this go to application settings and under the properties tab untick minify Source Code save activate and let's populate the input field again to see the difference now the error message points out that the input first name that get text is not a function so we know that the get text from the input field is causing an issue and that is because the input field does not have a text property instead it has a value to fix this we go back to the press event and swap the get text with get value save activate open the developer console and now when we populate the input field and press submit no error is thrown and the console log displays the value captured from the input field which is the first name of the user well done now you know how to use the developer console to identify errors in your application see you in the next lesson goodbye,628,public,2024-05-16 14:34:35.247345,
Foundation,, Including Table Data When Deploying.Txt,text,,"
Within the table configuration, there is a setting - ""Include Table Data in Development Package (when pushing to git)""This ties in with the Development Package CI/CD process - when this setting is enabled, and the package is deployed to GitHub - a separate JSON containing the table data will be included.This results in the table data being added to the definition when it is installed via the Development Package import from Git, or installed via the Marketplace (which installs from Git in the background).More information about the Git CI/CD process is available within the Advanced course, within the Deployment Mastery chapter.
",119,public,2024-05-16 14:34:35.247629,
Foundation,, End Users Customising A Launchpad Tile Layout.Txt,transcription,,end users can customise how they're launch pad looks you can right-click on any tile to open the menu here you can go into edit screen mode this allows you to rearrange the order of your tiles or even move them between tile groups the top right you can add multiple screens to a Launchpad here I've created a new screen and I can add tiles to it my second screen now appears up here if you press done you can open the second screen simply go back into edit screen mode where you can manage your screens such as renaming them or deleting them you can also change the size of tiles by clicking on the corner and dragging you can remove apps from your screen to get them back simply right click on another tile press edit screen and here you can add apps back in you can also visit the settings these are the same settings that you can access via the user panel here if you open the settings you can clear customisations for the user now the Launchpad will refresh and the standard configuration will reappear notes that if end users have edited their screen for example move tiles into different groups if you add new tiles to the existing groups they will still be displayed here I can open this tile group add a few additional tiles in and press save this maintenance manager group when I refresh will now have the three additional tiles I can then continue to adjust this as I desire,270,public,2024-05-16 14:34:35.248056,
Foundation,, Exporting The App To A File To Import Into The App Designer.Txt,transcription,,once you've finished developing your application within the app builder it's time to export it to a file so then you can import it into the app designer within the platform simply select the settings button and press export to open edition this will then download the application as a file which we can import into the app designer,61,public,2024-05-16 14:34:35.248443,
Foundation,App Designer,Pt2,doc,,"Models are based on API definitions, utilising their definition properties to handle bindings – but can also just be “Generic” - which just lacks the binding metadata.
A model must be configured with one of these two sources to hold data or be interacted with programmatically.

You have already been working with models! 
Models are present on most components, and there are specific model components too.
When the wizard creates a List or a Table, the model is set automatically to the List or Table component. Other examples are Pages and Panels which have their own model source configuration, and so their own model, and can store data.
The model gives the component the ability to store data, plus the context of the properties of the dataset.

For any data stored within a component, the children components of that parent, can utilise the data with bindings.
 
Understanding a MultiModel, ModelArray and ModelObject
These are centralised containers for data within your app, so data doesn't have to live within List or Table, or other component.


All three a very similar. They are called ‘neptune.mode.array’, ‘neptune.model.object’ & ‘neptune.model’, and are all underling a UI JSON component:
https://openui5.hana.ondemand.com/api/sap.ui.model.json.JSONModel 
The intended use is to store Arrays of data in the ModelArray, a single object at a time in the ModelObject and the MultiModel can handle nested data.

Interacting with models – Model Data Object
 In any JavaScript editor, right-click and you will get JavaScript helpers.  
For Model Data objects all methods are documented as comment’s. 
You can easily find read, update, and delete methods.



Generic Data Model bindings will be covered in more detail in Advanced - Bindings, Responses & Data Models
",368,public,2024-05-16 14:34:35.248922,
Foundation,, New Lessonintegrating Data And Wizard Development.Txt,transcription,,back inside the app Builder we can hit the managed data button on the toolbar we can see that Neptune also provides some test data sets for you to utilise within each time you can see the actual data sets as well as all of the properties that are passed from that data set we can add our own custom test data either by manually pasting it or an importing from an Excel document in this case we'll create a new one manually we'll just give it a name and then we can paste into the data tab this will then be automatically passed so we can see all of the properties hear that we can utilise within our app Let's save it and then simply ticking the box will add it to our application we can then hit the next arrow here and actually begin to generate some interface components based on this data let's choose the generator table in a new screen here we just simply need to select the array within our data set to bind to the table and then we can automatically generate some components for the interface by just selecting which properties we want to create from here now that's been added to a second screen we can see the table here along with the connected data inside you can always change the connected data source by clicking this button and selecting any other test data associated with your app within each column we can see the bindings to the test data and then to the property you can also adjust these by clicking this binding button and selecting any other property in your test data with this all set up we can then jump into run mode we can see that this will then generate based on that test data a full table showing all of the data based on the bindings,325,public,2024-05-16 14:34:35.249439,
Foundation,, Exercise A Look At A Example Scripts.Txt,text,,"
Within the 'eLearning 2022 Demo' package available within the Marketplace, is a Script Project called 'EquipmentCheckupScripts' and a script called 'Calculate days_until_check'. You can run this script and view its logs in the console. It updates data within the 'inspections' table.Now look at the 'CreateInspectionStats' script. Note that it performs a count on three status proeprties, and assignes ""result = inspection_ct"".Any data set to the 'result' key word within your script, will be returned when the script is called via API.
",121,public,2024-05-16 14:34:35.249776,
Foundation,, Mobile Build Service Overview.Txt,text,,"
The Neptune Mobile Build Service is a service provided by Neptune that allows you to build hybrid mobile applications in a fully automated and online process. It is available for both SAP Edition Neptune DXP and Open Edition Neptune DXP. It is accessed from the Portal. https://portal.neptune-software.com/launchpad/portal#mbs-buildBefore you can utilize the Mobile Build Service, you must create a mobile client. More information on this topic is covered later in the expert level of this course.To use the Mobile Build Service, you need to provide certain files depending on the platform you are targeting. For all platforms, you need to provide the source mobile client build .zip file from Neptune, which includes all the necessary files for building the application. For iOS, you also need to provide the Provisioning Profile, .p12 file, and password for the .p12 file. For Android, you need to provide the Signing Certificate and password if you want to sign the app.The Mobile Build Service is free to use and the installation files for the built application will be ready to download as soon as the automated build process is completed. You can access the Mobile Build Service through the Neptune DXP Portal.Please contact your Neptune representative if you are not assigned to your organisation's account. Once configured, you can access the service and any appropriate files for your organization.There are multiple options for generating and deploying development and release versions of hybrid native applications for their respective platforms. Each use case may require different configurations, so it is best to assess the needs of your users to see if this option is required.
",320,public,2024-05-16 14:34:35.250187,
Foundation,, Null Vs False.Txt,text,,"
Note the difference between a null value and a false value, particularly around assigning booleans.In JSON, null and false are two different values with distinct meanings.    null: It represents the absence of a value or the intentional lack of a value. When a property or variable is assigned the value null, it means that there is no value present. It is often used to indicate that a particular property or field is intentionally empty or has no assigned value.Example:{  ""name"": ""John"",  ""age"": null,  ""isActive"": true}In this example, the age property is set to null, indicating that the age of the person is not known or not applicable.    false: It represents a boolean value that is logically false. It is used to indicate that a condition or statement is not true. A value of false indicates that the statement or condition is false or not valid.Example:{  ""name"": ""John"",  ""isStudent"": false,  ""isActive"": true}In this example, the isStudent property is set to false, indicating that the person is not a student.To summarize, null represents the absence or lack of a value, while false represents a boolean value that is logically false.You can use logic like this if in your scenario, both Null and False are logically the same:    if (value === null || value === false) {}
",282,public,2024-05-16 14:34:35.250979,
Foundation,, Monitoring Logging And More.Txt,text,,"
Monitoring Tools in Neptune DXP In this lesson, we will explore the various monitoring tools available in Neptune DXP Open Edition and how they can help you in application development and management.Trace/Monitor/Audit Log: The Trace/Monitor/Audit Log tools in Neptune DXP Open Edition provide valuable insights into the changes made to tables, activities in the Cockpit, and application operations. These tools enhance transparency, accountability, and troubleshooting capabilities. Let's take a closer look at each of these tools:

Table Audit: The Table Audit tool allows you to track changes made to tables in your application. It records information such as the user who made the change, the timestamp, and the old and new values. This tool is useful for auditing purposes and tracking data modifications. This setting is enabled for individual tables in the Table Definition tool: 

Audit Log: The Audit Log tool captures activities performed in the Cockpit, such as user logins, application deployments, and configuration changes. It helps you keep track of who did what and when, ensuring accountability and facilitating troubleshooting. 

Application Log: The Application Log tool allows you to trace application operations and track important events. It records information such as error messages, warnings, and user actions. This tool is invaluable for troubleshooting and identifying issues in your application. 


Job Log: The Job Log tool in Neptune DXP Open Edition helps you monitor and track the execution of background jobs. It provides valuable insights into job performance, execution times, and any errors or warnings encountered during the process.  
System Logs: The System Logs tool in Neptune DXP Open Edition allows you to track system errors, warnings, process messages, and user locks. It provides different log levels for different types of log entries, allowing you to filter and analyse the logs based on your requirements. This tool helps you identify and resolve issues in your application effectively.
System logs can be exported! Neptune DXP Open Edition Monitoring Documentation: Link
",398,public,2024-05-16 14:34:35.251406,
Foundation,, Table Browser Form Viewer.Txt,text,,"
A form viewer is available within the Table Browser (23.10.3+), allowing you to view and edit individual line items within a dedicated dialog.
",32,public,2024-05-16 14:34:35.251694,
Foundation,, Foreword.Txt,text,,"
This chapter of the eLearning integrates an existing course dedicated to the Adaptive Framework - released in 2023.https://community.neptune-software.com/topics/planet-9/blogs/adaptive-framework-add-onThe cockpit and designer interface in the videos may be using an older theme, but the same underlying functionality is available.
",66,public,2024-05-16 14:34:35.251974,
Foundation,App Designer,Pt 2,doc,,"Looping through a form
To loop through all input fields on a form and set a specific value without specifying the input field names, you can use the following code snippet:
let simpleFormContent = simpleForm.getContent();
for (let a = 0; a < simpleFormContent.length; a++) {
    if (simpleFormContent[a].getValue) {
        console.log(simpleFormContent[a].getValue());
        // simpleFormContent[a].setValue(""new value"");
    }
}

In this code snippet, we first retrieve the content of the simpleForm using the getContent() method. This will give us an array-like object containing all the elements within the form.
We then use a for loop to iterate over each element in the simpleFormContent array. Within the loop, we check if the current element has a getValue() method. This is to ensure that we are only considering input fields.
If the current element has a getValue() method, we can retrieve its value using getValue() and perform any necessary logic based on the value. In the example code, we simply log the value to the console using console.log().
You can uncomment the simpleFormContent[a].setValue(""new value"") line and replace ""new value"" with the desired value to set the input field value programmatically.
By using this approach, you can loop through all input fields on a form without explicitly specifying their names, making the solution more flexible as the input field names may change over time.

",296,public,2024-05-16 14:34:35.252534,
Foundation,, Understanding The Result Variable.Txt,text,,"
You can understand the 'result' vairable by reading the code snippet. You can observe other properties you can set as part of the result. result.data = ""Server script response data""; This line assigns a string (""Server script response data"") to the data property of the result object. The data property is intended to hold the actual content or data you want to return to the client. In a real scenario, this might be a JSON object, HTML content, or any other data format depending on the application's requirements. The snippet comments shows that you can also set additional properties on the result object to further customize the response. These are not explicitly set in the provided code but are mentioned as possibilities:statusCode is typically used to set the HTTP status code of the response. Common status codes include 200 for a successful request, 404 for not found, 500 for a server error, etc.contentType specifies the MIME type of the response data, indicating to the client how the data should be interpreted or processed. Common content types include application/json for JSON data, text/html for HTML content, etc.filename might be used when the response is intended to prompt the client to download a file, specifying the name of the file for download.headers would allow you to set any additional HTTP headers needed for the response, such as caching controls, content encoding, etc.  Note -
result.data = XYZ; modifies or adds the data property on the existing result object without affecting its other properties.
result = { data: XYZ }; creates a new object with only the data property and assigns it to result, replacing any existing object and its properties.
So, the first method is used to update or add to an existing object, while the second method resets the object to only contain the data property. 
",367,public,2024-05-16 14:34:35.252973,
Foundation,, Autogenerated Versions.Txt,text,,"
Foundation eLearning – Generate Application Versions    This document describes the process of generating versions of your application in the App Designer. This feature offers you the ability to save previous versions of your application, allowing you to effectively track changes and maintain a history of your app’s previous iterations.In the App Designer, you have the option to manually generate versions or enable the autogenerated versions of your application.  Manual Version Generation  To manually create versions of your application, click on the Application, then choose ""Generate Version"" from the dropdown menu. In the description field of the dialog, provide a name for the version and click on ""Create.""   To preview the generated version click on the Version Management from the left side menu of the App Designer. Within this tab, the right pane displays the previous version of the application, while the left pane displays the current version (V1).  Version Management also provides the option to export the previous version of the application by clicking the ""Export"" button. Autogenerated Versions  Autogenerated versions allow you to generate application versions automatically upon activation. To enable this feature, go to the application settings, navigate to the properties tab, and enable ""Autogenerated Versions."" You can then specify the number of versions to keep in history upon activation.   Once Autogenerated Versions is enabled, the App Designer will generate a new version of the application every time it is activated. These versions can be previewed within the Version Management tab. In this tab, the right pane shows the previous version of the application, while the left pane displays the current version. The right panel contains all the autogenerated versions of the application, each of which can be exported using the ""Export"" button.    Revert Changes to applications To revert changes made to an application, you have two options. You can export a previous version and then import it back into the App Designer, restoring the application to its earlier state. Alternatively, in Neptune DXP – Open Edition LTS23, the undo button history is now preserved even after saving or activating the application. This means you can simply use the undo button to revert the app to its previous version without the need to export and import. 
",445,public,2024-05-16 14:34:35.253411,
Foundation,, Naia.Txt,text,,"
Remember to utilise Naia within the Script Editor! Here it is best to ask Naia about code - you can ask it to generate examples for your use cases, or refactor exisiting code (you need to copy and paste the code into the chat window).Remember Naia doesn't have context of your scripts within the Script Editor, nor does it know what resources are available within your instance.
",81,public,2024-05-16 14:34:35.253690,
Foundation,App Designer,Writing good error messages,doc,,"Writing good error messages can be the difference between a useable application, and something that confuses and frustrates end users.
Here is some guidance on how to write a good error message for your users.




",41,public,2024-05-16 14:34:35.254055,
Foundation,API Designer,POSTvsPUT,doc,,"Crucial note

It is important to note that the POST and PUT operations are swapped in Neptune DXP - Open Edition. In this context, the PUT operation functions as a POST operation, and the POST operation functions as a PUT operation. 

For example, in a Neptune application:
If you want to update data, you will use a POST operation, 
If you want to submit new data, you will use a PUT operation.



This may be confusing at first, that is because the functions of Creating and Updating are inherently similar.

In the context of Neptune, 
Both PUT and POST will create a record if you send data via these methods.
Only POST will be able to update existing records. 
Note – You need to include a ‘where = value’ clause to find the record to update
If you attempt to update a record via PUT, it will create a new one.


",179,public,2024-05-16 14:34:35.254435,
Foundation,, Roles Within Applications.Txt,transcription,,note within the settings of your applications it's possible to assign a role this means that when running the application stand-alone using the run Button it will only be accessible by users with the role,37,public,2024-05-16 14:34:35.254854,
Foundation,, 23 10 3 User Tool Update.Txt,text,,"
There is now (as of 23.10.3) support for adding groups to a user from the User tool. Simply open a user and then you can assign the groups to the user from there!
",43,public,2024-05-16 14:34:35.255122,
